Centros_Estudios;NULL;HEAP;0;0;0;1;0;0;NULL;2026-06-04 09:07:45.233;0.125000;0.078125;0.070312
Centros_Estudios;aaCentros_Estudios_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
Centros_Estudios;Id_Centros_Estudios;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
Certificados;PK_Certificados;CLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.023437;0.023437;0.007812
Cheques;NULL;HEAP;0;0;0;0;1;1;NULL;NULL;0.007812;0.007812;0.000000
Cheques;aaaaaCheques_PK;NONCLUSTERED;1;1;0;1;0;1;NULL;2026-06-04 09:11:44.680;0.015625;0.015625;0.007812
Cheques;Id_Establecimiento;NONCLUSTERED;0;0;0;1;0;1;NULL;2026-06-04 10:00:09.600;0.015625;0.015625;0.007812
ClasificacionFuncionarios;NULL;HEAP;0;0;0;0;9;0;NULL;NULL;0.015625;0.015625;0.007812
ClasificacionFuncionarios;aaClasificacionFuncionarios_PK;NONCLUSTERED;1;1;9;0;0;0;2026-06-04 09:07:07.633;NULL;0.015625;0.015625;0.007812
CometidoFuncionario;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CometidoFuncionario;aaaaaCometidoFuncionario_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CometidoFuncionario;Id_Cometido;NONCLUSTERED;0;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CometidoFuncionario;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CometidoFuncionario;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
ComponentesINE;NULL;HEAP;0;0;0;0;16;0;NULL;NULL;0.015625;0.015625;0.007812
ComponentesINE;aaComponentesINE_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
ComponentesINE;Id_Componente_INE;NONCLUSTERED;0;0;16;0;0;0;2026-06-04 09:07:07.720;NULL;0.015625;0.015625;0.007812
ComponentesINE;Orden;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
Constantes;NULL;HEAP;0;0;0;2;29;0;NULL;2026-06-04 10:53:47.850;0.015625;0.015625;0.007812
Constantes;aaaaaConstantes_PK;NONCLUSTERED;1;1;0;1;0;0;NULL;2026-06-04 09:13:41.847;0.015625;0.015625;0.007812
Constantes;Id_Constante;NONCLUSTERED;0;1;28;0;0;0;2026-06-04 09:07:27.107;NULL;0.015625;0.015625;0.007812
ContingenciaLeySanna;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
ContingenciaLeySanna;aaaContingenciaLeySanna_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.007812
CONTRATO;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
CuentaBanco;NULL;HEAP;0;0;0;1;0;0;NULL;2026-06-04 09:08:40.930;1.109375;0.507812;0.257812
CuentaBanco;aaaaaCuentaBanco_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.148437;0.078125;0.148437
CuentaBanco;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.140625;0.078125;0.132812
CuentaBanco;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.140625;0.054687;0.101562
DatosPersonales_Finiquito;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;aaDatosPersonales_Finiquito_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Codigo_Causal;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Codigo_Ley;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Correlativo;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Estado_Finiquito;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Fecha_Inicio;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Fecha_Pago;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
